datetime,pH,temperature,salinity,turbidity,isRaining
2022-01-04 03:00:00,7.19,5.1,34.9,4.9,0
2022-01-04 04:00:00,7.47,4.1,33.0,4.5,0
2022-01-04 05:00:00,7.5,4.1,35.9,4.9,0
2022-01-04 06:00:00,7.22,5.4,34.1,4.9,0
2022-01-04 07:00:00,7.3,2.1,36.4,1.7,0
2022-01-04 08:00:00,7.37,6.5,35.2,4.5,0
2022-01-04 09:00:00,7.6,8.2,33.8,4.3,0
2022-01-04 10:00:00,7.6,11.0,34.7,4.7,0
2022-01-04 11:00:00,7.84,7.3,33.6,1.9,0
2022-01-04 12:00:00,7.66,6.8,33.6,3.1,0
2022-01-04 13:00:00,7.62,7.2,36.1,6.8,0
2022-01-04 14:00:00,7.8,9.8,33.9,6.7,0
2022-01-04 15:00:00,7.56,8.3,35.0,4.4,0
2022-01-04 16:00:00,7.7,5.8,34.5,1.5,0
2022-01-04 17:00:00,7.72,7.4,34.8,2.4,0
2022-01-04 18:00:00,7.48,5.6,33.4,2.9,0
2022-01-04 19:00:00,7.35,6.5,34.8,3.6,0
2022-01-04 20:00:00,7.43,2.6,33.9,5.1,0
2022-01-04 21:00:00,7.22,2.9,33.4,4.4,0
2022-01-04 22:00:00,7.16,2.1,33.9,3.6,0
2022-01-04 23:00:00,7.06,-0.3,36.0,2.8,0
2022-01-05 00:00:00,7.31,3.0,32.6,3.1,0
2022-01-05 01:00:00,7.41,3.0,34.8,2.7,0
2022-01-05 02:00:00,7.2,2.9,35.4,4.3,0
2022-01-05 03:00:00,7.26,2.9,35.5,3.2,0
2022-01-05 04:00:00,7.22,1.0,36.1,4.3,0
2022-01-05 05:00:00,7.46,3.7,32.7,2.3,0
2022-01-05 06:00:00,7.43,4.5,36.9,2.7,0
2022-01-05 07:00:00,7.36,4.9,32.9,2.7,0
2022-01-05 08:00:00,7.46,6.6,33.7,0.9,0
2022-01-05 09:00:00,7.46,8.4,34.5,1.7,0
2022-01-05 10:00:00,7.35,11.8,33.3,3.5,0
2022-01-05 11:00:00,7.62,8.7,33.8,4.3,0
2022-01-05 12:00:00,7.23,9.0,34.8,4.7,0
2022-01-05 13:00:00,7.59,8.3,33.6,5.9,0
2022-01-05 14:00:00,7.97,4.2,34.3,2.2,0
2022-01-05 15:00:00,7.5,7.6,33.6,3.1,0
2022-01-05 16:00:00,7.35,7.3,34.1,4.6,0
2022-01-05 17:00:00,7.25,11.1,36.0,4.4,0
2022-01-05 18:00:00,7.31,5.1,35.1,4.3,0
2022-01-05 19:00:00,7.21,5.5,33.5,4.7,0
2022-01-05 20:00:00,7.39,4.0,34.4,3.8,0
2022-01-05 21:00:00,7.19,0.9,32.1,3.0,0
2022-01-05 22:00:00,7.31,5.1,35.1,2.8,0
2022-01-05 23:00:00,7.16,4.1,35.1,2.1,0
2022-01-06 00:00:00,7.33,4.1,35.0,2.1,0
2022-01-06 01:00:00,7.37,0.8,31.8,1.7,0
2022-01-06 02:00:00,7.23,5.7,32.6,4.5,0
2022-01-06 03:00:00,7.56,0.6,33.2,3.6,0
2022-01-06 04:00:00,7.49,5.3,34.3,5.2,0
2022-01-06 05:00:00,7.24,9.1,33.7,3.9,0
2022-01-06 06:00:00,7.76,3.5,35.6,2.2,0
2022-01-06 07:00:00,7.43,5.1,35.6,2.6,0
2022-01-06 08:00:00,7.52,7.2,33.6,2.9,0
2022-01-06 09:00:00,7.69,6.7,35.1,3.3,0
2022-01-06 10:00:00,7.36,5.0,35.9,4.1,0
2022-01-06 11:00:00,7.88,8.5,32.3,3.4,0
2022-01-06 12:00:00,7.68,6.4,34.5,3.4,0
2022-01-06 13:00:00,7.76,9.5,35.4,3.0,0
2022-01-06 14:00:00,7.54,6.2,33.3,2.3,0
2022-01-06 15:00:00,7.44,10.7,33.7,4.4,0
2022-01-06 16:00:00,7.63,5.4,33.1,6.2,0
2022-01-06 17:00:00,7.33,5.5,36.8,3.7,0
2022-01-06 18:00:00,7.39,7.2,36.5,1.5,0
2022-01-06 19:00:00,7.04,2.3,36.0,3.2,0
2022-01-06 20:00:00,7.5,4.5,34.2,3.7,0
2022-01-06 21:00:00,7.21,6.2,34.6,3.1,0
2022-01-06 22:00:00,7.2,-0.3,32.4,2.9,0
2022-01-06 23:00:00,7.2,3.0,36.3,4.8,0
2022-01-07 00:00:00,7.32,3.0,35.8,2.3,0
2022-01-07 01:00:00,7.09,4.3,34.9,3.1,0
2022-01-07 02:00:00,7.14,0.6,36.9,3.8,0
2022-01-07 03:00:00,7.42,0.8,35.3,3.0,0
2022-01-07 04:00:00,7.34,5.2,33.7,1.6,0
2022-01-07 05:00:00,7.46,5.3,34.8,5.6,0
2022-01-07 06:00:00,7.32,6.0,34.9,5.0,0
2022-01-07 07:00:00,7.43,7.2,38.0,2.6,0
2022-01-07 08:00:00,7.48,5.8,35.7,2.2,0
2022-01-07 09:00:00,7.51,8.3,33.8,4.8,0
2022-01-07 10:00:00,7.7,8.8,35.0,3.9,0
2022-01-07 11:00:00,7.58,7.2,34.6,1.7,0
2022-01-07 12:00:00,7.56,12.2,37.3,2.5,0
2022-01-07 13:00:00,7.58,9.4,36.1,4.4,0
2022-01-07 14:00:00,7.35,5.7,33.3,2.8,0
2022-01-07 15:00:00,7.25,9.0,33.8,3.5,0
2022-01-07 16:00:00,7.35,5.2,33.6,2.4,0
2022-01-07 17:00:00,7.32,7.7,33.6,2.3,0
2022-01-07 18:00:00,7.48,7.9,32.7,3.5,0
2022-01-07 19:00:00,7.09,3.1,34.9,1.8,0
2022-01-07 20:00:00,7.33,6.2,36.1,3.3,0
2022-01-07 21:00:00,7.2,4.4,35.2,2.7,0
2022-01-07 22:00:00,7.27,4.7,35.6,3.1,0
2022-01-07 23:00:00,7.38,6.5,34.5,4.7,0
2022-01-08 00:00:00,7.2,2.0,33.0,2.6,0
2022-01-08 01:00:00,7.31,1.4,33.9,1.8,0
2022-01-08 02:00:00,7.17,1.2,37.0,3.1,0
2022-01-08 03:00:00,7.18,1.9,35.7,4.8,0
2022-01-08 04:00:00,7.55,4.0,34.0,5.2,0
2022-01-08 05:00:00,7.68,5.6,32.5,3.3,0
2022-01-08 06:00:00,7.48,6.0,37.1,3.2,0
2022-01-08 07:00:00,7.2,8.2,34.8,3.6,0
2022-01-08 08:00:00,7.37,7.3,36.3,4.0,0
2022-01-08 09:00:00,7.39,10.8,34.7,5.7,0
2022-01-08 10:00:00,7.61,7.8,34.7,2.5,0
2022-01-08 11:00:00,7.47,14.1,35.1,2.4,0
2022-01-08 12:00:00,7.61,9.9,35.7,2.6,0
2022-01-08 13:00:00,7.43,6.8,35.6,3.2,0
2022-01-08 14:00:00,7.74,6.2,34.5,2.8,0
2022-01-08 15:00:00,7.54,8.6,35.1,2.6,0
2022-01-08 16:00:00,7.53,6.7,35.8,4.9,0
2022-01-08 17:00:00,7.21,7.9,34.8,3.9,0
2022-01-08 18:00:00,7.5,6.5,36.2,2.9,0
2022-01-08 19:00:00,7.22,4.8,34.1,2.7,0
2022-01-08 20:00:00,7.32,2.4,35.9,1.7,0
2022-01-08 21:00:00,7.26,0.4,35.1,4.5,0
2022-01-08 22:00:00,7.1,2.3,33.7,3.1,0
2022-01-08 23:00:00,7.28,4.4,33.6,3.0,0
2022-01-09 00:00:00,7.37,3.1,33.2,4.9,0
2022-01-09 01:00:00,7.53,0.2,34.7,3.7,0
2022-01-09 02:00:00,7.12,3.4,33.9,5.5,0
2022-01-09 03:00:00,7.42,4.4,36.0,2.2,0
2022-01-09 04:00:00,7.55,2.5,34.2,4.9,0
2022-01-09 05:00:00,7.18,5.2,33.6,2.9,0
2022-01-09 06:00:00,7.39,6.1,35.4,3.2,0
2022-01-09 07:00:00,7.59,4.3,32.0,4.7,0
2022-01-09 08:00:00,7.44,7.9,32.9,3.8,0
2022-01-09 09:00:00,7.48,9.0,33.4,5.1,0
2022-01-09 10:00:00,7.57,10.5,35.3,3.4,0
2022-01-09 11:00:00,7.57,10.7,35.7,4.2,0
2022-01-09 12:00:00,7.57,6.0,34.9,2.3,0
2022-01-09 13:00:00,7.47,6.7,34.3,3.4,0
2022-01-09 14:00:00,7.4,9.4,36.4,3.7,0
2022-01-09 15:00:00,7.5,9.0,35.6,2.2,0
2022-01-09 16:00:00,7.38,8.3,34.3,3.3,0
2022-01-09 17:00:00,7.45,14.2,34.8,4.9,0
2022-01-09 18:00:00,7.34,7.0,34.5,3.8,0
2022-01-09 19:00:00,7.31,7.3,36.2,5.0,0
2022-01-09 20:00:00,7.14,6.2,34.8,3.0,0
2022-01-09 21:00:00,7.26,5.1,34.7,2.7,0
2022-01-09 22:00:00,7.08,2.4,31.9,3.0,0
2022-01-09 23:00:00,7.39,4.3,33.2,3.8,0
2022-01-10 00:00:00,7.45,1.2,33.5,1.9,0
2022-01-10 01:00:00,7.39,2.5,32.8,5.5,0
2022-01-10 02:00:00,7.25,2.3,34.4,2.8,0
2022-01-10 03:00:00,7.18,4.0,35.0,5.6,0
2022-01-10 04:00:00,7.18,8.9,34.8,2.7,0
2022-01-10 05:00:00,7.21,1.4,35.5,3.1,0
2022-01-10 06:00:00,7.54,7.2,33.9,3.2,0
2022-01-10 07:00:00,7.04,3.1,32.4,2.3,0
2022-01-10 08:00:00,7.38,6.4,34.4,4.9,0
2022-01-10 09:00:00,7.43,10.0,33.9,4.1,0
2022-01-10 10:00:00,7.54,8.7,34.2,1.8,0
2022-01-10 11:00:00,7.54,6.4,32.6,3.9,0
2022-01-10 12:00:00,7.6,7.5,33.8,3.1,0
2022-01-10 13:00:00,7.58,9.9,37.4,3.5,0
2022-01-10 14:00:00,7.68,7.0,32.1,2.6,0
2022-01-10 15:00:00,7.37,8.5,33.9,3.3,0
2022-01-10 16:00:00,7.24,7.5,36.2,4.1,0
2022-01-10 17:00:00,7.64,5.4,34.8,3.6,0
2022-01-10 18:00:00,7.51,10.1,34.5,1.9,0
2022-01-10 19:00:00,7.62,6.2,34.2,5.6,0
2022-01-10 20:00:00,7.42,0.4,34.6,1.1,0
2022-01-10 21:00:00,7.51,4.1,35.4,1.6,0
2022-01-10 22:00:00,7.01,1.8,34.4,3.8,0
2022-01-10 23:00:00,6.93,4.6,32.4,2.6,0
2022-01-11 00:00:00,7.09,1.3,32.0,2.9,0
2022-01-11 01:00:00,7.25,2.8,33.7,2.8,0
2022-01-11 02:00:00,7.13,4.4,36.1,2.1,0
2022-01-11 03:00:00,7.45,5.7,32.6,1.5,0
2022-01-11 04:00:00,7.44,1.7,34.9,3.6,0
2022-01-11 05:00:00,7.48,4.6,35.0,1.1,0
2022-01-11 06:00:00,7.48,4.9,33.7,3.3,0
2022-01-11 07:00:00,7.48,5.4,34.1,4.5,0
2022-01-11 08:00:00,7.84,11.0,38.6,4.1,0
2022-01-11 09:00:00,7.88,8.9,33.1,3.4,0
2022-01-11 10:00:00,7.68,5.9,36.1,2.2,0
2022-01-11 11:00:00,7.45,10.5,35.2,2.0,0
2022-01-11 12:00:00,7.78,13.1,35.1,2.6,0
2022-01-11 13:00:00,7.77,10.8,33.6,3.8,0
2022-01-11 14:00:00,7.92,5.5,35.6,3.4,0
2022-01-11 15:00:00,7.56,7.1,36.7,2.0,0
2022-01-11 16:00:00,7.46,10.0,35.5,2.9,0
2022-01-11 17:00:00,7.23,5.4,35.2,3.9,0
2022-01-11 18:00:00,7.38,6.8,34.0,3.4,0
2022-01-11 19:00:00,7.23,6.7,33.0,5.1,0
2022-01-11 20:00:00,7.17,2.5,34.6,3.3,0
2022-01-11 21:00:00,7.45,3.7,35.0,2.0,0
2022-01-11 22:00:00,7.23,-2.1,34.7,1.9,0
2022-01-11 23:00:00,7.26,1.1,34.9,2.5,0
2022-01-12 00:00:00,7.51,2.5,35.7,6.4,0
2022-01-12 01:00:00,7.1,0.7,35.2,3.8,0
2022-01-12 02:00:00,7.13,6.8,34.7,4.8,0
2022-01-12 03:00:00,7.47,1.1,35.0,2.7,0
2022-01-12 04:00:00,7.33,3.5,36.0,3.2,0
2022-01-12 05:00:00,7.3,5.4,34.9,3.4,0
2022-01-12 06:00:00,7.44,9.0,34.5,6.2,0
2022-01-12 07:00:00,7.47,3.8,35.0,2.5,0
2022-01-12 08:00:00,7.2,9.9,34.8,5.6,0
2022-01-12 09:00:00,7.47,8.1,35.1,5.0,0
2022-01-12 10:00:00,7.3,6.8,37.2,2.4,0
2022-01-12 11:00:00,7.74,9.7,35.4,2.6,0
2022-01-12 12:00:00,7.37,9.5,35.2,3.1,0
2022-01-12 13:00:00,7.35,7.6,34.0,2.9,0
2022-01-12 14:00:00,7.3,8.7,33.9,4.2,0
2022-01-12 15:00:00,7.61,7.4,36.1,2.0,0
2022-01-12 16:00:00,7.47,7.6,35.0,1.4,0
2022-01-12 17:00:00,7.64,8.2,35.6,4.3,0
2022-01-12 18:00:00,7.47,9.1,35.0,5.0,0
2022-01-12 19:00:00,7.6,2.6,35.4,4.9,0
2022-01-12 20:00:00,7.3,8.8,36.1,1.4,0
2022-01-12 21:00:00,7.2,-0.1,33.2,2.5,0
2022-01-12 22:00:00,7.23,3.2,32.1,3.0,0
2022-01-12 23:00:00,6.87,4.2,34.8,1.2,0
2022-01-13 00:00:00,7.37,3.6,36.1,1.5,0
2022-01-13 01:00:00,7.2,1.8,32.5,4.3,0
2022-01-13 02:00:00,7.17,3.2,34.7,2.5,0
2022-01-13 03:00:00,7.34,3.0,35.6,3.0,0
2022-01-13 04:00:00,7.54,3.6,34.7,2.9,0
2022-01-13 05:00:00,7.44,7.0,35.8,4.5,0
2022-01-13 06:00:00,7.72,6.9,35.9,3.1,0
2022-01-13 07:00:00,7.29,5.5,34.0,2.8,0
2022-01-13 08:00:00,7.31,9.2,36.7,5.5,0
2022-01-13 09:00:00,7.68,8.8,34.2,3.9,0
2022-01-13 10:00:00,7.74,10.4,36.4,2.6,0
2022-01-13 11:00:00,7.55,10.1,36.2,2.8,0
2022-01-13 12:00:00,7.55,7.3,34.1,3.9,0
2022-01-13 13:00:00,8.05,7.9,34.8,3.5,0
2022-01-13 14:00:00,7.94,10.1,36.2,3.4,0
2022-01-13 15:00:00,7.45,9.2,35.5,3.2,0
2022-01-13 16:00:00,7.38,7.5,36.0,2.2,0
2022-01-13 17:00:00,7.28,7.0,33.7,5.0,0
2022-01-13 18:00:00,7.66,8.6,35.6,3.8,0
2022-01-13 19:00:00,7.53,3.9,33.2,4.0,0
2022-01-13 20:00:00,7.49,5.6,35.7,4.1,0
2022-01-13 21:00:00,7.34,3.6,33.0,4.1,0
2022-01-13 22:00:00,7.38,3.1,32.0,5.3,0
2022-01-13 23:00:00,7.29,5.4,36.7,2.6,0
2022-01-14 00:00:00,7.23,4.8,34.8,3.6,0
2022-01-14 01:00:00,7.3,4.8,35.1,2.5,0
2022-01-14 02:00:00,7.53,6.1,37.3,5.3,0
2022-01-14 03:00:00,7.45,4.3,34.4,1.8,0
2022-01-14 04:00:00,7.08,6.1,35.5,2.1,0
2022-01-14 05:00:00,7.3,4.7,34.9,2.2,0
2022-01-14 06:00:00,7.55,6.9,36.0,1.9,0
2022-01-14 07:00:00,7.44,6.9,34.9,2.6,0
2022-01-14 08:00:00,7.52,8.0,35.1,2.5,0
2022-01-14 09:00:00,7.45,9.4,36.6,3.3,0
2022-01-14 10:00:00,7.7,7.1,34.3,2.4,0
2022-01-14 11:00:00,7.35,13.1,35.1,2.6,0
2022-01-14 12:00:00,7.6,7.2,34.3,6.7,0
2022-01-14 13:00:00,7.49,6.7,33.1,3.1,0
2022-01-14 14:00:00,7.62,11.0,36.7,3.2,0
2022-01-14 15:00:00,7.57,9.9,36.2,4.3,0
2022-01-14 16:00:00,7.75,8.9,34.6,4.5,0
2022-01-14 17:00:00,7.42,8.3,34.7,2.5,0
2022-01-14 18:00:00,7.64,6.2,34.8,1.8,0
2022-01-14 19:00:00,7.19,3.5,33.0,3.0,0
2022-01-14 20:00:00,7.09,4.8,34.5,5.2,0
2022-01-14 21:00:00,7.36,2.6,36.7,2.4,0
2022-01-14 22:00:00,7.25,5.5,34.1,4.1,0
2022-01-14 23:00:00,7.09,3.0,34.1,3.5,0
2022-01-15 00:00:00,7.08,1.5,33.7,4.6,0
2022-01-15 01:00:00,7.2,2.9,36.3,3.3,0
2022-01-15 02:00:00,7.41,4.3,36.3,1.8,0
2022-01-15 03:00:00,7.16,3.1,34.1,3.0,0
2022-01-15 04:00:00,7.11,3.1,35.3,1.8,0
2022-01-15 05:00:00,7.34,6.0,35.7,3.0,0
2022-01-15 06:00:00,7.22,6.7,36.2,3.1,0
2022-01-15 07:00:00,7.42,6.2,34.6,3.4,0
2022-01-15 08:00:00,7.68,6.8,33.9,2.6,0
2022-01-15 09:00:00,7.47,8.9,33.3,1.7,0
2022-01-15 10:00:00,7.88,5.9,34.5,3.2,0
2022-01-15 11:00:00,7.75,6.5,35.0,2.8,0
2022-01-15 12:00:00,7.31,7.8,34.5,20.1,1
2022-01-15 13:00:00,7.23,8.9,32.1,17.3,1
2022-01-15 14:00:00,7.37,9.4,33.4,13.2,1
2022-01-15 15:00:00,7.35,11.2,32.6,22.6,1
2022-01-15 16:00:00,7.09,9.4,33.9,23.8,1
2022-01-15 17:00:00,6.63,6.8,30.9,20.6,1
2022-01-15 18:00:00,6.75,6.1,33.9,16.0,1
2022-01-15 19:00:00,6.94,3.4,35.5,21.7,1
2022-01-15 20:00:00,6.96,4.8,34.3,21.1,1
2022-01-15 21:00:00,6.69,3.5,33.5,16.1,1
2022-01-15 22:00:00,7.3,4.4,35.2,3.0,0
2022-01-15 23:00:00,7.4,1.6,35.5,2.3,0
2022-01-16 00:00:00,7.22,4.5,34.3,4.1,0
2022-01-16 01:00:00,7.31,6.5,34.1,2.7,0
2022-01-16 02:00:00,6.97,3.7,36.7,2.6,0
2022-01-16 03:00:00,7.53,5.1,34.4,3.3,0
2022-01-16 04:00:00,7.22,6.1,37.1,4.0,0
2022-01-16 05:00:00,7.48,4.8,36.8,2.7,0
2022-01-16 06:00:00,7.45,6.8,35.3,4.0,0
2022-01-16 07:00:00,7.33,7.2,37.6,1.2,0
2022-01-16 08:00:00,7.62,8.0,34.6,4.2,0
2022-01-16 09:00:00,7.46,7.0,37.9,3.0,0
2022-01-16 10:00:00,7.54,9.0,34.5,2.3,0
2022-01-16 11:00:00,7.59,10.4,33.0,4.7,0
2022-01-16 12:00:00,7.52,12.4,35.4,2.3,0
2022-01-16 13:00:00,7.66,11.2,34.7,4.5,0
2022-01-16 14:00:00,7.67,13.4,37.9,2.3,0
2022-01-16 15:00:00,7.72,7.0,36.0,4.3,0
2022-01-16 16:00:00,7.83,9.4,34.9,2.7,0
2022-01-16 17:00:00,7.68,7.6,33.5,2.3,0
2022-01-16 18:00:00,7.37,10.7,33.9,2.0,0
2022-01-16 19:00:00,7.28,3.9,36.5,1.2,0
2022-01-16 20:00:00,7.28,3.2,32.6,1.8,0
2022-01-16 21:00:00,7.13,3.0,34.8,3.2,0
2022-01-16 22:00:00,7.3,-0.5,33.8,3.4,0
2022-01-16 23:00:00,7.29,2.4,34.1,1.3,0
2022-01-17 00:00:00,7.32,1.9,34.9,6.0,0
2022-01-17 01:00:00,7.35,3.9,36.0,2.5,0
2022-01-17 02:00:00,7.25,4.5,35.4,2.7,0
2022-01-17 03:00:00,7.35,7.9,33.6,1.0,0
2022-01-17 04:00:00,7.57,6.9,36.3,3.8,0
2022-01-17 05:00:00,7.29,4.5,34.9,2.8,0
2022-01-17 06:00:00,7.4,4.5,34.3,2.4,0
2022-01-17 07:00:00,7.73,8.2,36.1,2.4,0
2022-01-17 08:00:00,7.47,5.3,35.6,1.3,0
2022-01-17 09:00:00,7.71,12.1,35.3,2.0,0
2022-01-17 10:00:00,7.75,11.3,35.0,4.1,0
2022-01-17 11:00:00,7.58,8.4,35.8,4.0,0
2022-01-17 12:00:00,7.75,6.2,36.2,2.7,0
2022-01-17 13:00:00,7.75,12.0,34.2,2.6,0
2022-01-17 14:00:00,7.84,8.8,34.8,2.9,0
2022-01-17 15:00:00,7.62,10.9,33.3,2.2,0
2022-01-17 16:00:00,7.48,4.9,35.0,4.0,0
2022-01-17 17:00:00,7.63,6.1,34.5,4.2,0
2022-01-17 18:00:00,7.29,6.5,33.1,1.8,0
2022-01-17 19:00:00,7.39,5.8,35.2,3.8,0
2022-01-17 20:00:00,7.05,4.1,33.0,1.9,0
2022-01-17 21:00:00,7.59,5.4,34.0,2.2,0
2022-01-17 22:00:00,7.56,1.7,35.5,1.8,0
2022-01-17 23:00:00,7.37,3.2,34.4,2.9,0
2022-01-18 00:00:00,7.12,3.8,34.8,3.3,0
2022-01-18 01:00:00,7.1,4.6,36.4,5.4,0
2022-01-18 02:00:00,7.42,5.4,36.7,2.7,0
2022-01-18 03:00:00,7.21,2.1,35.6,2.1,0
2022-01-18 04:00:00,7.18,2.0,33.6,2.6,0
2022-01-18 05:00:00,7.19,8.3,34.3,2.3,0
2022-01-18 06:00:00,7.44,7.2,33.5,3.2,0
2022-01-18 07:00:00,7.6,5.8,35.1,4.5,0
2022-01-18 08:00:00,7.81,11.0,35.6,3.1,0
2022-01-18 09:00:00,7.51,9.0,35.1,5.9,0
2022-01-18 10:00:00,7.59,11.5,36.1,3.2,0
2022-01-18 11:00:00,7.48,9.7,35.5,1.5,0
2022-01-18 12:00:00,7.43,13.5,35.7,3.4,0
2022-01-18 13:00:00,7.59,13.0,35.5,2.2,0
2022-01-18 14:00:00,7.71,8.7,37.0,2.8,0
2022-01-18 15:00:00,7.47,10.5,36.0,3.4,0
2022-01-18 16:00:00,7.32,9.3,34.5,5.4,0
2022-01-18 17:00:00,7.61,10.0,33.5,2.1,0
2022-01-18 18:00:00,7.56,4.6,35.4,2.3,0
2022-01-18 19:00:00,7.54,7.1,34.4,1.4,0
2022-01-18 20:00:00,7.52,7.4,33.2,4.7,0
2022-01-18 21:00:00,7.31,1.0,33.4,2.6,0
2022-01-18 22:00:00,7.45,1.5,32.4,3.2,0
2022-01-18 23:00:00,7.36,-0.6,36.0,3.0,0
2022-01-19 00:00:00,7.23,3.0,34.2,2.7,0
2022-01-19 01:00:00,7.3,5.2,34.1,3.3,0
2022-01-19 02:00:00,7.4,7.1,34.3,2.7,0
2022-01-19 03:00:00,7.51,4.7,32.6,3.2,0
2022-01-19 04:00:00,7.15,8.4,35.9,1.9,0
2022-01-19 05:00:00,7.63,3.3,36.6,1.6,0
2022-01-19 06:00:00,7.63,3.4,35.4,1.8,0
2022-01-19 07:00:00,7.39,7.3,38.1,3.1,0
2022-01-19 08:00:00,7.64,9.0,35.7,4.9,0
2022-01-19 09:00:00,7.54,8.6,34.4,2.6,0
2022-01-19 10:00:00,7.63,5.2,36.1,3.5,0
2022-01-19 11:00:00,7.61,9.5,35.4,4.5,0
2022-01-19 12:00:00,7.52,7.0,34.0,4.3,0
2022-01-19 13:00:00,7.43,10.8,34.9,2.9,0
2022-01-19 14:00:00,7.8,10.1,35.2,2.9,0
2022-01-19 15:00:00,7.45,7.0,35.1,3.9,0
2022-01-19 16:00:00,7.67,7.3,34.8,2.4,0
